,State,Site Name,City,Zip,County,Latitude,Longitude,State Name,zip,population,Year
395,PA,Kimberton,East Pikeland Township,19442,CHESTER,40.12695,-75.575,Pennsylvania,19442,0.0,1983
396,PA,Letterkenny Army Depot (Pdo Area),Franklin County,17201,FRANKLIN,40.0075,-77.64,Pennsylvania,17201,27575.0,1989
397,PA,Letterkenny Army Depot (Se Area),Chambersburg,17201,FRANKLIN,39.9957,-77.6444,Pennsylvania,17201,27575.0,1987
398,PA,Lindane Dump,Harrison Township,15065,ALLEGHENY,40.6257,-79.7155,Pennsylvania,15065,10927.0,1983
399,PA,Lord-Shope Landfill,Girard Township,16417,ERIE,41.977781,-80.3525,Pennsylvania,16417,8400.0,1983
400,PA,Lower Darby Creek Area,Darby Township,19023,DELAWARE,39.885556,-75.267778,Pennsylvania,19023,22636.0,2001
401,PA,Malvern Tce,Malvern,19355,CHESTER,40.061669,-75.56805,Pennsylvania,19355,28650.0,1983
402,PA,Metal Bank,Philadelphia,19135,PHILADELPHIA,40.024169,-75.027781,Pennsylvania,19135,34234.0,1983
403,PA,Metro Container Corporation,Trainer,19061,DELAWARE,39.824981,-75.399047,Pennsylvania,19061,20135.0,2012
404,PA,Mill Creek Dump,Erie,16505,ERIE,42.093331,-80.152781,Pennsylvania,16505,15631.0,1984
405,PA,Modern Sanitation Landfill,Lower Windsor Twp,17406,YORK,39.960561,-76.5925,Pennsylvania,17406,24181.0,1986
406,PA,Mw Manufacturing,Valley Township,17821,MONTOUR,40.99,-76.641669,Pennsylvania,17821,18787.0,1986
407,PA,Naval Air Development Center (8 Waste Areas),Warminster Township,18974,BUCKS,40.1996,-75.0642,Pennsylvania,18974,42984.0,1989
408,PA,Navy Ships Parts Control Center,Mechanicsburg,17055,CUMBERLAND,40.225556,-76.99361,Pennsylvania,17055,41416.0,1994
409,PA,North Penn - Area 1,Souderton,18964,MONTGOMERY,40.3108,-75.3252,Pennsylvania,18964,14422.0,1989
410,PA,North Penn - Area 12,Worcester,19490,MONTGOMERY,40.1807,-75.3537,Pennsylvania,19490,433.0,1990
411,PA,North Penn - Area 2,Hatfield,19440,MONTGOMERY,40.293889,-75.297781,Pennsylvania,19440,19650.0,1989
412,PA,North Penn - Area 5,Montgomery Township,18915,MONTGOMERY,40.2721,-75.2451,Pennsylvania,18915,1791.0,1989
413,PA,North Penn - Area 6,Lansdale,19446,MONTGOMERY,40.248331,-75.295639,Pennsylvania,19446,61608.0,1989
414,PA,North Penn - Area 7,North Wales,19454,MONTGOMERY,40.218061,-75.278889,Pennsylvania,19454,28141.0,1989
415,PA,Novak Sanitary Landfill,South Whitehall Township,18104,LEHIGH,40.6332,-75.5611,Pennsylvania,18104,47999.0,1989
416,PA,Occidental Chemical Corp./Firestone Tire & Rubber Co.,Lower Pottsgrove Township,19464,MONTGOMERY,40.232081,-75.614169,Pennsylvania,19464,48084.0,1989
417,PA,Ohio River Park,Neville Island,15225,ALLEGHENY,40.518611,-80.1525,Pennsylvania,15225,1031.0,1990
418,PA,Old City Of York Landfill,Seven Valleys,17360,YORK,39.840281,-76.759719,Pennsylvania,17360,6152.0,1983
419,PA,Old Wilmington Road Gw Contamination,West Caln Township,19320,CHESTER,39.995833,-75.908333,Pennsylvania,19320,55671.0,2000
420,PA,Osborne Landfill,Grove City,16127,MERCER,41.161111,-80.058331,Pennsylvania,16127,15295.0,1983
421,PA,Palmerton Zinc Pile,Palmerton,18071,CARBON,40.808331,-75.583339,Pennsylvania,18071,11047.0,1983
422,PA,Paoli Rail Yard,Paoli,19301,CHESTER,40.043189,-75.492919,Pennsylvania,19301,8319.0,1990
423,PA,Price Battery Lead Smelter,Hamburg,19526,BERKS,40.549507,-75.980228,Pennsylvania,19526,11412.0,2005
424,PA,Raymark,Hatboro,19040,MONTGOMERY,40.179719,-75.098611,Pennsylvania,19040,21866.0,1989
425,PA,Revere Chemical Co.,Nockamixon Township,18972,BUCKS,40.502781,-75.168889,Pennsylvania,18972,2944.0,1987
426,PA,"Rodale Manufacturing Co., Inc.",Emmaus Borough,18049,LEHIGH,40.531111,-75.493333,Pennsylvania,18049,18693.0,1992
427,PA,Ryeland Road Arsenic Site,Heidelberg Twp,19567,BERKS,40.35395,-76.175361,Pennsylvania,19567,5882.0,2004
428,PA,Saegertown Industrial Area,Saegertown,16433,CRAWFORD,41.71884,-80.142972,Pennsylvania,16433,4935.0,1990
429,PA,Safety Light Corporation,Bloomsburg,17815,COLUMBIA,41.015278,-76.376389,Pennsylvania,17815,29324.0,2005
430,PA,Salford Quarry,Lower Salford Township,19438,MONTGOMERY,40.251944,-75.382222,Pennsylvania,19438,25184.0,2009
431,PA,Sharon Steel Corp (Farrell Works Disposal Area),Hermitage,16159,MERCER,41.198611,-80.510278,Pennsylvania,16159,4664.0,1998
432,PA,Shriver'S Corner,Straban Township,17325,ADAMS,39.8999,-77.2055,Pennsylvania,17325,29857.0,1986
433,PA,Stanley Kessler,King Of Prussia,19406,MONTGOMERY,40.083889,-75.355,Pennsylvania,19406,29388.0,1983
434,PA,Tobyhanna Army Depot,Tobyhanna,18466,MONROE,41.19305,-75.419439,Pennsylvania,18466,17997.0,1990
435,PA,Tonolli Corp.,Nesquehoning,18240,CARBON,40.850561,-75.881111,Pennsylvania,18240,3909.0,1989
436,PA,Tysons Dump,Upper Merion Twp,19406,MONTGOMERY,40.111389,-75.362781,Pennsylvania,19406,29388.0,1984
437,PA,Ugi Columbia Gas Plant,Columbia,17512,LANCASTER,40.026207,-76.498389,Pennsylvania,17512,18235.0,1994
438,PA,Valmont Tce Site  (Former - Valmont Industrial Park),West Hazleton,18201,LUZERNE,40.967778,-76.015556,Pennsylvania,18201,31428.0,2001
439,PA,Walsh Landfill,Honeybrook Township,19344,CHESTER,40.119719,-75.915281,Pennsylvania,19344,12910.0,1984
440,PA,Watson Johnson Landfill,Richland Township,18951,BUCKS,40.460139,-75.331861,Pennsylvania,18951,36556.0,2001
441,PA,Westinghouse Electric Corp. (Sharon Plant),Sharon,16146,MERCER,41.2434,-80.5058,Pennsylvania,16146,13033.0,1990
442,PA,Westinghouse Elevator Co. Plant,Gettysburg,17325,ADAMS,39.857219,-77.24,Pennsylvania,17325,29857.0,1986
443,PA,Whitmoyer Laboratories,Jackson Township,17067,LEBANON,40.364719,-76.325,Pennsylvania,17067,15985.0,1986
444,PA,William Dick Lagoons,West Caln Township,19376,CHESTER,40.041939,-75.898061,Pennsylvania,,,1987
445,PA,Willow Grove Naval Air And Air Reserve Station,Horsham,19040,MONTGOMERY,40.19222,-75.1475,Pennsylvania,19040,21866.0,1995
446,VA,Abex Corp.,Portsmouth,23704,PORTSMOUTH CITY,36.8265,-76.3045,Virginia,23704,19235.0,1990
447,VA,"Arrowhead Associates, Inc./Scovill Corp.",Montross,22520,WESTMORELAND,38.086669,-76.791111,Virginia,22520,5014.0,1990
448,VA,"Atlantic Wood Industries, Inc.",Portsmouth,23704,PORTSMOUTH CITY,36.8065,-76.299,Virginia,23704,19235.0,1990
449,VA,"Avtex Fibers, Inc.",Front Royal,22630,WARREN,38.925561,-78.211669,Virginia,22630,35211.0,1986
450,VA,Buckingham County Landfill,Buckingham,23936,BUCKINGHAM,37.514169,-78.516669,Virginia,23936,6992.0,1989
451,VA,Chisman Creek,York County,23692,YORK,37.177,-76.4631,Virginia,23692,19208.0,1983
452,VA,"Culpeper Wood Preservers, Inc.",Culpeper,22701,CULPEPER,38.483331,-77.96,Virginia,22701,37575.0,1989
453,VA,Defense General Supply Center (Dla),Chesterfield County,23237,CHESTERFIELD,37.4189,-77.4485,Virginia,23237,28262.0,1987
454,VA,Former Nansemond Ordnance Depot,Suffolk,23435,SUFFOLK CITY,36.899722,-76.434722,Virginia,23435,33401.0,1999
455,VA,Fort Eustis (Us Army),Newport News,23604,NEWPORT NEWS CITY,37.105,-76.568332,Virginia,23604,4768.0,1994
456,VA,Greenwood Chemical Co.,Newtown,22943,ALBEMARLE,38.044719,-78.786389,Virginia,22943,627.0,1987
457,VA,"H & H Inc., Burn Pit",Farrington,23192,HANOVER,37.7243,-77.5857,Virginia,23192,6445.0,1989
458,VA,Hidden Lane Landfill,Sterling,20165,LOUDOUN,39.056131,-77.424175,Virginia,20165,34210.0,2008
459,VA,Kim-Stan Landfill,Selma,24474,ALLEGHANY,37.800278,-79.861667,Virginia,24474,333.0,1999
460,VA,L.A. Clarke & Son,Spotsylvania,22408,SPOTSYLVANIA,38.236111,-77.4325,Virginia,22408,31050.0,1986
461,VA,Langley Air Force Base/Nasa Langley Research Center,Hampton,23665,YORK,37.069999,-76.358611,Virginia,23665,6071.0,1994
462,VA,Marine Corps Combat Development Command,Quantico,22134,PRINCE WILLIAM,38.521667,-77.29,Virginia,22134,7785.0,1994
463,VA,Naval Amphibious Base Little Creek,Virginia Beach,23455,VIRGINIA BEACH CITY,36.906111,-76.147778,Virginia,23455,50501.0,1999
464,VA,Naval Surface Warfare Center - Dahlgren,Dahlgren,22448,KING GEORGE,38.326667,-77.026944,Virginia,22448,658.0,1992
465,VA,Naval Weapons Station - Yorktown,Yorktown,23690,YORK,37.245833,-76.588889,Virginia,23690,4948.0,1992
466,VA,Norfolk Naval Base (Sewells Point Naval Complex),Norfolk,23511,NORFOLK CITY,36.940278,-76.300278,Virginia,23511,10024.0,1997
467,VA,Norfolk Naval Shipyard,Portsmouth,23709,PORTSMOUTH CITY,36.821944,-76.294722,Virginia,23709,503.0,1999
468,VA,Nws Yorktown - Cheatham Annex,Yorktown,23185,YORK,37.284722,-76.6075,Virginia,23185,54411.0,2000
469,VA,Peck Iron And Metal,Portsmouth,23704,PORTSMOUTH CITY,36.809464,-76.308822,Virginia,23704,19235.0,2009
470,VA,"Rentokil, Inc. (Virginia Wood Preserving Division)",Richmond,23228,HENRICO,37.635831,-77.503611,Virginia,23228,36435.0,1989
471,VA,Saltville Waste Disposal Ponds,Saltville,24370,SMYTH,36.883339,-81.783331,Virginia,24370,5740.0,1983
472,VA,Saunders Supply Co.,Chuckatuck,23432,SUFFOLK CITY,36.86055,-76.581669,Virginia,23432,1405.0,1989
473,VA,St. Juliens Creek Annex (U.S. Navy),Chesapeake,23323,CHESAPEAKE CITY,36.794167,-76.312222,Virginia,23323,43383.0,2000
474,VA,U.S. Titanium,Piney River,22964,NELSON,37.708331,-79.016669,Virginia,22964,206.0,1983
475,WV,Allegany Ballistics Laboratory (Usnavy),Mineral County,26753,MINERAL,39.560972,-78.843611,West Virginia,26753,5858.0,1994
476,WV,Big John Salvage - Hoult Road,Fairmont,26554,MARION,39.497222,-80.123056,West Virginia,26554,42116.0,2000
477,WV,"Fike Chemical, Inc.",Nitro,25143,PUTNAM,38.426669,-81.8425,West Virginia,25143,9185.0,1983
478,WV,Hanlin-Allied-Olin,Moundsville,26041,MARSHALL,39.906667,-80.801389,West Virginia,26041,15706.0,1999
479,WV,North 25Th Street Glass And Zinc,Clarksburg,26301,HARRISON,39.297053,-80.357433,West Virginia,26301,29025.0,2016
480,WV,Paden City Groundwater,Paden City,26159,WETZEL,39.60614,-80.930248,West Virginia,26159,2523.0,2022
481,WV,Ravenswood Pce,Ravenswood,26164,JACKSON,38.951667,-81.761667,West Virginia,26164,7342.0,2004
482,WV,Shaffer Equipment/Arbuckle Creek Area,Minden,25879,FAYETTE,37.97651,-81.1265,West Virginia,25879,260.0,2019
483,WV,Sharon Steel Corp (Fairmont Coke Works),Fairmont,26554,MARION,39.493611,-80.114444,West Virginia,26554,42116.0,1996
484,WV,Vienna Tetrachloroethene,Vienna,26105,WOOD,39.325167,-81.548778,West Virginia,26105,12297.0,1999
485,WV,West Virginia Ordnance (Usarmy),Point Pleasant,25550,MASON,38.926389,-82.076389,West Virginia,25550,8925.0,1983
486,AL,Alabama Army Ammunition Plant,Childersburg,35044,TALLADEGA,33.3381,-86.3268,Alabama,35044,8225.0,1987
487,AL,"Alabama Plating Company, Inc.",Vincent,35178,SHELBY,33.399722,-86.405,Alabama,35178,2867.0,2012
488,AL,American Brass Inc.,Headland,36345,HENRY,31.325,-85.404167,Alabama,36345,8838.0,1999
489,AL,Anniston Army Depot (Southeast Industrial Area),Anniston,36253,CALHOUN,33.659439,-85.969439,Alabama,,,1989
490,AL,Ciba-Geigy Corp. (Mcintosh Plant),Mcintosh,36553,WASHINGTON,31.279,-87.9955,Alabama,36553,3173.0,1984
491,AL,Interstate Lead Co. (Ilco),Leeds,35094,JEFFERSON,33.539016,-86.533258,Alabama,35094,15333.0,1986
492,AL,Olin Corp. (Mcintosh Plant),Mcintosh,36553,WASHINGTON,31.263889,-87.99445,Alabama,36553,3173.0,1984
493,AL,Stauffer Chemical Co. (Cold Creek Plant),Bucks,36512,MOBILE,30.975,-88.021389,Alabama,36512,0.0,1984
494,AL,Stauffer Chemical Co. (Lemoyne Plant),Axis,36505,MOBILE,30.969439,-88.0175,Alabama,36505,911.0,1984
495,AL,T.H. Agriculture & Nutrition Co. (Montgomery Plant),Montgomery,36108,MONTGOMERY,32.3761,-86.3791,Alabama,36108,15549.0,1990
496,AL,Triana/Tennessee River,Limestone/Morgan,35898,,34.623503,-86.694499,Alabama,,,1983
497,AL,Usarmy/Nasa Redstone Arsenal,Huntsville,35808,MADISON,34.646944,-86.673055,Alabama,35808,1116.0,1994
498,FL,Agrico Chemical Co.,Pensacola,32505,ESCAMBIA,30.4512,-87.2256,Florida,32505,27543.0,1989
499,FL,Airco Plating Co.,Miami,33142,MIAMI-DADE,25.8152,-80.2559,Florida,33142,56437.0,1990
500,FL,Alaric Area Gw Plume,Tampa,33619,HILLSBOROUGH,27.964083,-82.375139,Florida,33619,40302.0,2000
501,FL,"American Creosote Works, Inc. (Pensacola Plant)",Pensacola,32501,ESCAMBIA,30.404719,-87.236661,Florida,32501,10721.0,1983
502,FL,"Anodyne, Inc.",North Miami Beach,33169,MIAMI-DADE,25.923189,-80.221531,Florida,33169,42308.0,1990
503,FL,Arkla Terra Property,Thonotosassa,33592,HILLSBOROUGH,28.057778,-82.3175,Florida,33592,11931.0,2009
504,FL,Cabot/Koppers,Gainesville,32601,ALACHUA,29.675,-82.323061,Florida,32601,23296.0,1984
505,FL,Chevron Chemical Co. (Ortho Division),Orlando,32804,ORANGE,28.578889,-81.408889,Florida,32804,21076.0,1994
506,FL,"City Industries, Inc.",Orlando,32807,ORANGE,28.601389,-81.3,Florida,32807,34933.0,1989
507,FL,Continental Cleaners,Miami,33150,MIAMI-DADE,25.831842,-80.210178,Florida,33150,31936.0,2012
508,FL,Escambia Wood - Pensacola,Pensacola,32522,ESCAMBIA,30.4553,-87.2317,Florida,,,1994
509,FL,Flash Cleaners,Pompano Beach,33064,BROWARD,26.2824,-80.0969,Florida,33064,62000.0,2008
510,FL,Florida Petroleum Reprocessors,Fort Lauderdale,33314,BROWARD,26.081944,-80.215556,Florida,33314,30121.0,1998
511,FL,Florida Steel Corp.,Indiantown,34956,MARTIN,27.041111,-80.506111,Florida,34956,9639.0,1983
512,FL,General Dynamics Longwood,Longwood,32750,SEMINOLE,28.71662,-81.32122,Florida,32750,25853.0,2010
513,FL,Harris Corp. (Palm Bay Plant),Palm Bay,32905,BREVARD,28.030281,-80.601389,Florida,32905,24473.0,1987
514,FL,Helena Chemical Co. (Tampa Plant),Tampa,33619,HILLSBOROUGH,27.963931,-82.374813,Florida,33619,40302.0,1992
515,FL,Hollingsworth Solderless Terminal,Fort Lauderdale,33309,BROWARD,26.198331,-80.152219,Florida,33309,38074.0,1983
516,FL,Homestead Air Force Base,Homestead Air Force Base,33039,MIAMI-DADE,25.489444,-80.396944,Florida,33039,0.0,1990
517,FL,Jacksonville Naval Air Station,Jacksonville,32212,DUVAL,30.22111,-81.682777,Florida,32212,1709.0,1989
518,FL,Jj Seifert Machine,Ruskin,33570,HILLSBOROUGH,27.678611,-82.477778,Florida,33570,33676.0,2010
519,FL,Kerr-Mcgee Chemical Corp - Jacksonville,Jacksonville,32206,DUVAL,30.3442,-81.6265,Florida,32206,16809.0,2010
520,FL,Landia Chemical Company,Lakeland,33815,POLK,28.039444,-81.979167,Florida,33815,14457.0,2000
521,FL,Madison County Sanitary Landfill,Madison,32340,MADISON,30.501111,-83.39375,Florida,32340,10424.0,1990
522,FL,Miami Drum Services,Miami,33166,MIAMI-DADE,25.837219,-80.313061,Florida,33166,26925.0,1983
523,FL,Mri Corp (Tampa),Tampa,33619,HILLSBOROUGH,27.96,-82.355833,Florida,33619,40302.0,1996
524,FL,Peak Oil Co./Bay Drum Co.,Tampa,33619,HILLSBOROUGH,27.9708,-82.3404,Florida,33619,40302.0,1986
525,FL,Pensacola Naval Air Station,Pensacola,32508,ESCAMBIA,30.357222,-87.283054,Florida,32508,4993.0,1989
526,FL,"Pepper Steel & Alloys, Inc.",Medley,33178,MIAMI-DADE,25.873611,-80.353331,Florida,33178,65515.0,1984
527,FL,Petroleum Products Corp.,Pembroke Park,33024,BROWARD,25.9926,-80.1696,Florida,33024,75579.0,1987
528,FL,Pickettville Road Landfill,Jacksonville,32205,DUVAL,30.368611,-81.738889,Florida,32205,30162.0,1983
529,FL,Piper Aircraft Corp./Vero Beach Water & Sewer Department,Vero Beach,32960,INDIAN RIVER,27.647499,-80.415555,Florida,32960,24697.0,1990
530,FL,Post And Lumber Preserving Co Inc,Quincy,32351,GADSDEN,30.592472,-84.510081,Florida,32351,16808.0,2017
531,FL,Raleigh Street Dump,Tampa,33619,HILLSBOROUGH,27.914417,-82.410861,Florida,33619,40302.0,2009
532,FL,Reeves Southeastern Galvanizing Corp.,Tampa,33619,HILLSBOROUGH,27.9725,-82.341939,Florida,33619,40302.0,1983
533,FL,Sanford Dry Cleaners,Sanford,32771,SEMINOLE,28.811217,-81.265606,Florida,32771,59708.0,2010
534,FL,Sapp Battery Salvage,Cottondale,32431,JACKSON,30.728331,-85.3925,Florida,32431,4887.0,1983
535,FL,Sherwood Medical Industries,Deland,32724,VOLUSIA,29.060831,-81.265,Florida,32724,43615.0,1983
536,FL,Solitron Microwave,Stuart,34997,MARTIN,27.136667,-80.199167,Florida,34997,45947.0,1998
537,FL,"Southern Solvents, Inc.",Tampa,33624,HILLSBOROUGH,28.040556,-82.510278,Florida,33624,40533.0,2000
538,FL,Stauffer Chemical Co (Tampa),Tampa,33619,HILLSBOROUGH,27.963056,-82.370556,Florida,33619,40302.0,1996
539,FL,Stauffer Chemical Co. (Tarpon Springs),Tarpon Springs,34689,PINELLAS,28.166666,-82.775694,Florida,34689,27007.0,1994
540,FL,Sydney Mine Sludge Ponds,Brandon,33594,HILLSBOROUGH,27.929166,-82.209166,Florida,33594,36289.0,1989
541,FL,Taylor Road Landfill,Seffner,33619,HILLSBOROUGH,28.009719,-82.29305,Florida,33619,40302.0,1983
542,FL,Tower Chemical Co.,Clermont,34711,LAKE,28.551389,-81.684719,Florida,34711,69727.0,1983
543,FL,"Trans Circuits, Inc.",Lake Park,33403,PALM BEACH,26.795278,-80.073889,Florida,33403,13710.0,2000
544,FL,Tyndall Air Force Base,Panama City,32403,BAY,30.0875,-85.586667,Florida,32403,379.0,1997
545,FL,"United Metals, Inc.",Marianna,32446,JACKSON,30.685833,-85.168056,Florida,32446,10880.0,2003
546,FL,Usn Air Station Cecil Field,Jacksonville,32215,DUVAL,30.23861,-81.902777,Florida,,,1989
547,FL,Whiting Field Naval Air Station,Milton,32570,SANTA ROSA,30.709722,-87.020417,Florida,32570,35751.0,1994
548,FL,Wingate Road Municipal Incinerator Dump,Fort Lauderdale,33311,BROWARD,26.1444,-80.1847,Florida,33311,73280.0,1989
549,FL,Zellwood Ground Water Contamination,Zellwood,32757,ORANGE,28.73195,-81.613331,Florida,32757,32712.0,1983
550,GA,Alternate Energy Resources Inc,Augusta,30904,RICHMOND,33.454194,-82.036944,Georgia,30904,23688.0,2006
551,GA,Armstrong World Industries,Macon,31206,BIBB,32.773497,-83.6516,Georgia,31206,25250.0,2011
552,GA,Brunswick Wood Preserving,Brunswick,31520,GLYNN,31.242222,-81.528056,Georgia,31520,22743.0,1997
553,GA,Camilla Wood Preserving Company,Camilla,31730,MITCHELL,31.2225,-84.20333,Georgia,31730,8337.0,1998
554,GA,Diamond Shamrock Corp. Landfill,Cedartown,30125,POLK,34.0207,-85.2717,Georgia,30125,24071.0,1990
555,GA,Firestone Tire & Rubber Co. (Albany Plant),Albany,31701,DOUGHERTY,31.565831,-84.053889,Georgia,31701,16333.0,1989
556,GA,Hercules 009 Landfill,Brunswick,31521,GLYNN,31.2049,-81.4858,Georgia,,,1984
557,GA,Lcp Chemicals Georgia,Brunswick,31520,GLYNN,31.189444,-81.508333,Georgia,31520,22743.0,1996
558,GA,Macon Naval Ordnance Plant,Macon,31206,BIBB,32.777658,-83.639675,Georgia,31206,25250.0,2013
559,GA,Marine Corps Logistics Base,Albany,31704,DOUGHERTY,31.557219,-84.055,Georgia,31704,177.0,1989
560,GA,Marzone Inc./Chevron Chemical Co.,Tifton,31794,TIFT,31.4289,-83.5017,Georgia,31794,27185.0,1989
561,GA,Mathis Brothers Landfill (South Marble Top Road),Kensington,30728,WALKER,34.797781,-85.377781,Georgia,30728,19023.0,1989
562,GA,Peach Orchard Rd Pce Groundwater Plume Site,Augusta,30906,RICHMOND,33.421178,-82.015139,Georgia,30906,61415.0,2005
563,GA,Robins Air Force Base (Landfill #4/Sludge Lagoon),Houston County,31098,HOUSTON,32.619983,-83.582075,Georgia,31098,2890.0,1987
564,GA,T.H. Agriculture & Nutrition Co. (Albany Plant),Albany,31707,DOUGHERTY,31.617361,-84.181661,Georgia,31707,23322.0,1989
565,GA,Westside Lead,Atlanta,30318,FULTON,33.766472,-84.407278,Georgia,30318,58651.0,2022
566,GA,"Woolfolk Chemical Works, Inc.",Fort Valley,31030,PEACH,32.549581,-83.884161,Georgia,31030,17987.0,1990
567,KY,B.F. Goodrich,Calvert City,42029,MARSHALL,37.0503,-88.3234,Kentucky,42029,5733.0,1983
568,KY,"Caldwell Lace Leather Co., Inc.",Auburn,42206,LOGAN,36.8725,-86.746389,Kentucky,42206,5675.0,1990
569,KY,Distler Brickyard,West Point,40177,HARDIN,37.989719,-85.951389,Kentucky,40177,1627.0,1983
570,KY,Distler Farm,West Point,40272,JEFFERSON,38.006939,-85.931111,Kentucky,40272,37595.0,1983
571,KY,"Green River Disposal, Inc.",Maceo,42355,DAVIESS,37.88945,-86.973611,Kentucky,42355,1514.0,1990
572,KY,Maxey Flats Nuclear Disposal,Hillsboro,41049,FLEMING,38.2608,-83.5692,Kentucky,41049,2185.0,1986
573,KY,National Electric Coil Co./Cooper Industries,Dayhoit,40824,HARLAN,36.843889,-83.371389,Kentucky,40824,720.0,1992
574,KY,Paducah Gaseous Diffusion Plant (Usdoe),Kevil,42053,MCCRACKEN,37.120138,-88.811111,Kentucky,42053,4882.0,1994
575,KY,Smith'S Farm,Brooks,40165,BULLITT,38.0375,-85.733331,Kentucky,40165,38533.0,1986
576,KY,Tri-City Disposal Co.,Shepherdsville,40109,BULLITT,38.047781,-85.768331,Kentucky,40109,2363.0,1989
577,MS,American Creosote Works Inc (Louisville),Louisville,39339,WINSTON,33.111111,-89.058333,Mississippi,39339,14583.0,2001
578,MS,"Chemfax, Inc.",Gulfport,39505,HARRISON,30.428888,-89.089166,Mississippi,,,2012
579,MS,Hercules Inc,Hattiesburg,39401,FORREST,31.3401,-89.308248,Mississippi,39401,41916.0,2022
580,MS,Kerr-Mcgee Chemical Corp - Columbus,Columbus,39701,LOWNDES,33.509767,-88.409686,Mississippi,39701,12591.0,2011
581,MS,Mississippi Phosphates Corporation,Pascagoula,39581,JACKSON,30.372103,-88.491006,Mississippi,39581,11519.0,2018
582,MS,Picayune Wood Treating Site,Picayune,39466,PEARL RIVER,30.524444,-89.689722,Mississippi,39466,28292.0,2004
583,MS,Rockwell International Wheel & Trim,Grenada,38901,GRENADA,33.803244,-89.801661,Mississippi,38901,17887.0,2018
584,MS,Sonford Products,Flowood,39208,RANKIN,32.29251,-90.14222,Mississippi,39208,34604.0,2007
585,MS,Southeastern Wood Preserving,Canton,39046,MADISON,32.618061,-90.018189,Mississippi,39046,29160.0,2012
586,NC,Abc One Hour Cleaners,Jacksonville,28540,ONSLOW,34.7414,-77.3666,North Carolina,28540,50808.0,1989
587,NC,Aberdeen Contaminated Ground Water,Aberdeen,28315,MOORE,35.1224,-79.4025,North Carolina,28315,14143.0,2008
588,NC,Aberdeen Pesticide Dumps,Aberdeen,28315,MOORE,35.1384,-79.4472,North Carolina,28315,14143.0,1989
589,NC,Barber Orchard,Waynesville,28786,HAYWOOD,35.445833,-83.063889,North Carolina,28786,22153.0,2001
590,NC,"Benfield Industries, Inc.",Hazelwood,28738,HAYWOOD,35.477781,-83.004169,North Carolina,,,1989
591,NC,Blue Ridge Plating Company,Arden,28704,BUNCOMBE,35.462372,-82.528358,North Carolina,28704,23516.0,2005
592,NC,Bypass 601 Ground Water Contamination,Concord,28025,CABARRUS,35.4096,-80.6093,North Carolina,28025,57510.0,1986
593,NC,Camp Lejeune Military Res. (Usnavy),Onslow County,28542,ONSLOW,34.717781,-77.342919,North Carolina,28542,3559.0,1989
594,NC,Cape Fear Wood Preserving,Fayetteville,28303,CUMBERLAND,35.04945,-79.020839,North Carolina,28303,30220.0,1987
595,NC,Carolina Transformer Co.,Fayetteville,28301,CUMBERLAND,35.063331,-78.845,North Carolina,28301,16221.0,1987
596,NC,Celanese Corp. (Shelby Fiber Operations),Shelby,28150,CLEVELAND,35.208889,-81.528339,North Carolina,28150,26447.0,1986
597,NC,Charles Macon Lagoon And Drum Storage,Cordova,28330,RICHMOND,34.8925,-79.8375,North Carolina,28330,464.0,1987
598,NC,"Chemtronics, Inc.",Swannanoa,28778,BUNCOMBE,35.625,-82.434719,North Carolina,28778,11933.0,1983
599,NC,Cherry Point Marine Corps Air Station,Havelock,28533,CRAVEN,34.9,-76.8917,North Carolina,28533,2741.0,1994
600,NC,Cristex Drum,Oxford,27565,GRANVILLE,36.2972,-78.6067,North Carolina,27565,23658.0,2013
601,NC,"Cts Of Asheville, Inc.",Asheville,28803,BUNCOMBE,35.493075,-82.505953,North Carolina,28803,34750.0,2012
602,NC,Davis Park Road Tce,Gastonia,28052,GASTON,35.231667,-81.218889,North Carolina,28052,36896.0,1999
603,NC,"Fcx, Inc. (Statesville Plant)",Statesville,28677,IREDELL,35.7865,-80.9163,North Carolina,28677,37628.0,1990
604,NC,"Fcx, Inc. (Washington Plant)",Washington,27889,BEAUFORT,35.559581,-77.07445,North Carolina,27889,24568.0,1989
605,NC,Geigy Chemical Corp. (Aberdeen Plant),Aberdeen,28315,MOORE,35.126111,-79.406669,North Carolina,28315,14143.0,1989
606,NC,General Electric Co/Shepherd Farm,East Flat Rock,28726,HENDERSON,35.272222,-82.411111,North Carolina,28726,4373.0,1994
607,NC,Gmh Electronics,Roxboro,27574,PERSON,36.416722,-78.941625,North Carolina,27574,14163.0,2009
608,NC,Hemphill Road Tce,Gastonia,28056,GASTON,35.197933,-81.189852,North Carolina,28056,35963.0,2013
609,NC,Holcomb Creosote Co,Yadkinville,27055,YADKIN,36.157875,-80.675236,North Carolina,27055,14436.0,2012
610,NC,Horton Iron And Metal,Wilmington,28401,NEW HANOVER,34.26665,-77.954083,North Carolina,28401,21820.0,2011
611,NC,Jadco-Hughes Facility,Belmont,28012,GASTON,35.275831,-81.041111,North Carolina,28012,26519.0,1986
612,NC,Jfd Electronics/Channel Master,Oxford,27565,GRANVILLE,36.299719,-78.606389,North Carolina,27565,23658.0,1989
613,NC,Kerr-Mcgee Chemical Corp - Navassa,Navassa,28451,BRUNSWICK,34.247222,-77.999028,North Carolina,28451,44262.0,2010
614,NC,"Koppers Co., Inc. (Morrisville Plant)",Morrisville,27560,WAKE,35.8463,-78.8406,North Carolina,27560,39442.0,1989
